meta_epoch,task_model_epoch_1_support_loss,task_model_epoch_1_support_loss_d,task_model_epoch_1_support_loss_s,task_model_epoch_1_task_learning_rate,task_model_epoch_2_support_loss,task_model_epoch_2_support_loss_d,task_model_epoch_2_support_loss_s,task_model_epoch_2_task_learning_rate,task_model_epoch_3_support_loss,task_model_epoch_3_support_loss_d,task_model_epoch_3_support_loss_s,task_model_epoch_3_task_learning_rate,meta_model_validation_f1_score_percent,meta_model_validation_f1_score_percent_base,meta_model_validation_loss,meta_model_validation_loss_d,meta_model_validation_loss_s
10,1.979055404663086,1.7730847597122192,0.2059706449508667,0.001,1.9381413459777832,1.7686896324157715,0.1694517731666565,0.00075,1.9184060096740723,1.7651995420455933,0.15320643782615662,0.0002500000000000001,5.515989209383918,5.515989209383918,1.7715076208114624,1.7691056728363037,0.0024019968695938587
20,1.909184217453003,1.7346335649490356,0.17455065250396729,0.001,1.8636224269866943,1.7305423021316528,0.1330801248550415,0.00075,1.8483562469482422,1.7268821001052856,0.12147413194179535,0.0002500000000000001,8.817454157788518,8.817454157788518,1.7330352067947388,1.730806827545166,0.00222839810885489
30,1.839758276939392,1.6965322494506836,0.1432260274887085,0.001,1.8113068342208862,1.6930040121078491,0.1183028295636177,0.00075,1.7885476350784302,1.6892706155776978,0.09927699714899063,0.0002500000000000001,20.313375904869073,20.313375904869073,1.6946158409118652,1.6926970481872559,0.0019188312580808997
40,1.7829405069351196,1.6583925485610962,0.12454792112112045,0.001,1.7442424297332764,1.65492582321167,0.08931666612625122,0.00075,1.7285869121551514,1.6512658596038818,0.07732106745243073,0.0002500000000000001,30.81377822497387,30.81377822497387,1.6563425064086914,1.6546852588653564,0.0016572230961173773
50,1.7171133756637573,1.6212044954299927,0.09590892493724823,0.001,1.688696265220642,1.6171501874923706,0.0715460479259491,0.00075,1.6738919019699097,1.6134793758392334,0.06041255593299866,0.0002500000000000001,38.224150977487646,38.224150977487646,1.6186718940734863,1.617232084274292,0.001439855550415814
60,1.673929214477539,1.58493971824646,0.08898945152759552,0.001,1.644319772720337,1.5812894105911255,0.06303030252456665,0.00075,1.6317191123962402,1.577796459197998,0.0539226196706295,0.0002500000000000001,48.04209387829507,48.04209387829507,1.5824079513549805,1.5811829566955566,0.001224977895617485
70,1.6350761651992798,1.5485631227493286,0.08651302754878998,0.001,1.5993618965148926,1.5451433658599854,0.05421857908368111,0.00075,1.5833994150161743,1.5416488647460938,0.041750602424144745,0.0002500000000000001,45.376742067275735,45.376742067275735,1.546181321144104,1.5450313091278076,0.0011499561369419098
80,1.5886876583099365,1.5131536722183228,0.07553395628929138,0.001,1.5603090524673462,1.5101351737976074,0.050173915922641754,0.00075,1.5465600490570068,1.506753921508789,0.03980609029531479,0.0002500000000000001,49.289980883252994,49.289980883252994,1.5107648372650146,1.5097246170043945,0.0010402516927570105
90,1.5527539253234863,1.4788014888763428,0.07395243644714355,0.001,1.5209892988204956,1.4762755632400513,0.04471368342638016,0.00075,1.5084599256515503,1.472865343093872,0.03559459000825882,0.0002500000000000001,50.67260702490785,50.67260702490785,1.4766658544540405,1.4756611585617065,0.0010046599199995399
100,1.513471245765686,1.4461822509765625,0.06728903204202652,0.001,1.4808099269866943,1.443636178970337,0.037173792719841,0.00075,1.469231128692627,1.4404041767120361,0.028826992958784103,0.0002500000000000001,55.965917509329635,55.965917509329635,1.4439141750335693,1.4429954290390015,0.0009187674149870872
