meta_epoch,task_model_epoch_1_support_loss,task_model_epoch_1_support_loss_d,task_model_epoch_1_support_loss_s,task_model_epoch_1_task_learning_rate,task_model_epoch_2_support_loss,task_model_epoch_2_support_loss_d,task_model_epoch_2_support_loss_s,task_model_epoch_2_task_learning_rate,task_model_epoch_3_support_loss,task_model_epoch_3_support_loss_d,task_model_epoch_3_support_loss_s,task_model_epoch_3_task_learning_rate,meta_model_validation_f1_score_percent,meta_model_validation_f1_score_percent_base,meta_model_validation_loss,meta_model_validation_loss_d,meta_model_validation_loss_s
10,1.5168461799621582,1.4223893880844116,0.0944567322731018,0.001,1.4841068983078003,1.4202734231948853,0.06383343040943146,0.00075,1.469835877418518,1.4172477722167969,0.052588123828172684,0.0002500000000000001,29.998058626520198,42.31483360271028,1.420724868774414,1.4194974899291992,0.001227363827638328
20,1.4885382652282715,1.3915904760360718,0.09694773703813553,0.001,1.4535712003707886,1.3894333839416504,0.0641377717256546,0.00075,1.436815619468689,1.385870337486267,0.0509452261030674,0.0002500000000000001,35.47721674743616,43.44148639002657,1.3895281553268433,1.3884220123291016,0.0011061918921768665
30,1.4466440677642822,1.361174464225769,0.08546963334083557,0.001,1.4106831550598145,1.3589004278182983,0.05178270488977432,0.00075,1.397356629371643,1.3559703826904297,0.04138626903295517,0.0002500000000000001,38.6800795120818,45.534927807849115,1.3593418598175049,1.3582922220230103,0.0010495800524950027
40,1.4105850458145142,1.3324306011199951,0.07815439254045486,0.001,1.3796015977859497,1.3303132057189941,0.04928839951753616,0.00075,1.3660109043121338,1.327352523803711,0.03865842521190643,0.0002500000000000001,44.1533549063112,49.26873066820209,1.330463171005249,1.3294942378997803,0.0009688854916021228
50,1.3745641708374023,1.3042504787445068,0.07031363248825073,0.001,1.3447190523147583,1.302759051322937,0.04196000099182129,0.00075,1.3322970867156982,1.3002345561981201,0.03206256777048111,0.0002500000000000001,46.98495117528792,50.653338040001486,1.3028239011764526,1.3018898963928223,0.0009339922107756138
60,1.3414905071258545,1.277793288230896,0.06369726359844208,0.001,1.3128721714019775,1.2762583494186401,0.03661381080746651,0.00075,1.3010605573654175,1.27411687374115,0.02694365382194519,0.0002500000000000001,48.45670974202966,52.05071668999174,1.276458740234375,1.2755709886550903,0.0008877604268491268
70,1.3175925016403198,1.2532868385314941,0.06430564820766449,0.001,1.2889878749847412,1.2516387701034546,0.037349119782447815,0.00075,1.2782410383224487,1.2494367361068726,0.028804343193769455,0.0002500000000000001,49.62568067836381,53.80975096267229,1.251771330833435,1.250890851020813,0.000880479346960783
80,1.3056387901306152,1.2299798727035522,0.07565890997648239,0.001,1.272918939590454,1.2293753623962402,0.043543606996536255,0.00075,1.2584947347640991,1.226946473121643,0.031548239290714264,0.0002500000000000001,49.52314269250063,52.470851750854486,1.2288135290145874,1.2279514074325562,0.0008621792076155543
90,1.2608625888824463,1.2086565494537354,0.05220602825284004,0.001,1.2391669750213623,1.20763099193573,0.03153592720627785,0.00075,1.2275738716125488,1.2054901123046875,0.022083766758441925,0.0002500000000000001,50.196481499525014,52.12394596816415,1.2073357105255127,1.2065171003341675,0.0008185787592083216
100,1.2526510953903198,1.1885229349136353,0.06412815302610397,0.001,1.2177047729492188,1.1879699230194092,0.029734859243035316,0.00075,1.2071725130081177,1.1861612796783447,0.0210112314671278,0.0002500000000000001,52.48858746181087,54.68182652473252,1.1875102519989014,1.1867196559906006,0.0007906265091150999
