meta_epoch,task_model_epoch_1_support_loss,task_model_epoch_1_support_loss_d,task_model_epoch_1_support_loss_s,task_model_epoch_1_task_learning_rate,task_model_epoch_2_support_loss,task_model_epoch_2_support_loss_d,task_model_epoch_2_support_loss_s,task_model_epoch_2_task_learning_rate,task_model_epoch_3_support_loss,task_model_epoch_3_support_loss_d,task_model_epoch_3_support_loss_s,task_model_epoch_3_task_learning_rate,task_model_epoch_4_support_loss,task_model_epoch_4_support_loss_d,task_model_epoch_4_support_loss_s,task_model_epoch_4_task_learning_rate,task_model_epoch_5_support_loss,task_model_epoch_5_support_loss_d,task_model_epoch_5_support_loss_s,task_model_epoch_5_task_learning_rate,meta_model_validation_f1_score_percent,meta_model_validation_loss,meta_model_validation_loss_d,meta_model_validation_loss_s
1,2.0076119899749756,1.8119454383850098,0.19566650688648224,0.001,1.967643141746521,1.8062350749969482,0.16140809655189514,0.0009045084971874737,1.9560503959655762,1.801080584526062,0.15496985614299774,0.0006545084971874737,1.9432363510131836,1.7974086999893188,0.14582759141921997,0.00034549150281252633,1.9430620670318604,1.79547917842865,0.14758291840553284,9.549150281252633e-05,2.549088884429684,1.8074917793273926,1.8050845861434937,0.002407185733318329
2,2.0048720836639404,1.8050845861434937,0.199787437915802,0.001,1.9619163274765015,1.799310564994812,0.16260579228401184,0.0009045084971874737,1.9433305263519287,1.7942944765090942,0.1490359902381897,0.0006545084971874737,1.9388344287872314,1.7906984090805054,0.14813604950904846,0.00034549150281252633,1.9341322183609009,1.7887868881225586,0.1453453004360199,9.549150281252633e-05,3.083971179090858,1.800703525543213,1.7983109951019287,0.0023925129789859056
3,2.0004396438598633,1.7983109951019287,0.20212852954864502,0.001,1.9564082622528076,1.7929149866104126,0.16349327564239502,0.0009045084971874737,1.9414479732513428,1.7880092859268188,0.1534387171268463,0.0006545084971874737,1.932408094406128,1.7845394611358643,0.14786866307258606,0.00034549150281252633,1.9279203414916992,1.7828431129455566,0.14507728815078735,9.549150281252633e-05,3.3249739088494734,1.7940704822540283,1.7916723489761353,0.002398137003183365
4,1.9816629886627197,1.7916723489761353,0.18999066948890686,0.001,1.9502960443496704,1.786307454109192,0.16398857533931732,0.0009045084971874737,1.9387035369873047,1.7815953493118286,0.15710823237895966,0.0006545084971874737,1.9281573295593262,1.7782825231552124,0.149874746799469,0.00034549150281252633,1.924798607826233,1.7765105962753296,0.14828798174858093,9.549150281252633e-05,2.704339439401791,1.7875760793685913,1.7851887941360474,0.002387253101915121
5,1.9838411808013916,1.7851887941360474,0.198652446269989,0.001,1.9422938823699951,1.78033447265625,0.1619594544172287,0.0009045084971874737,1.9277962446212769,1.7758357524871826,0.15196050703525543,0.0006545084971874737,1.917116403579712,1.772388219833374,0.14472824335098267,0.00034549150281252633,1.915266513824463,1.7705614566802979,0.14470511674880981,9.549150281252633e-05,3.988389893622536,1.7813047170639038,1.7789210081100464,0.002383725717663765
6,1.9731783866882324,1.7789210081100464,0.19425740838050842,0.001,1.933115839958191,1.7744169235229492,0.1586989164352417,0.0009045084971874737,1.918994665145874,1.7697128057479858,0.14928185939788818,0.0006545084971874737,1.9115869998931885,1.7663480043411255,0.14523902535438538,0.00034549150281252633,1.906090259552002,1.7646158933639526,0.1414743959903717,9.549150281252633e-05,3.2886195911850638,1.775128722190857,1.7727537155151367,0.0023750474210828543
7,1.9666614532470703,1.7727537155151367,0.19390767812728882,0.001,1.934527039527893,1.7683078050613403,0.16621923446655273,0.0009045084971874737,1.9171807765960693,1.7639706134796143,0.15321014821529388,0.0006545084971874737,1.9101120233535767,1.760692834854126,0.14941920340061188,0.00034549150281252633,1.9010896682739258,1.7589384317398071,0.14215129613876343,9.549150281252633e-05,3.927409657916261,1.7691068649291992,1.7667421102523804,0.002364717423915863
8,1.9583802223205566,1.7667421102523804,0.19163817167282104,0.001,1.925567388534546,1.7625728845596313,0.16299456357955933,0.0009045084971874737,1.904824137687683,1.7582789659500122,0.1465451717376709,0.0006545084971874737,1.8971316814422607,1.7550559043884277,0.1420758068561554,0.00034549150281252633,1.891547679901123,1.7532804012298584,0.13826729357242584,9.549150281252633e-05,4.779491907833435,1.7633056640625,1.7609586715698242,0.0023470455780625343
9,1.9493303298950195,1.7609586715698242,0.18837162852287292,0.001,1.9060825109481812,1.756913423538208,0.14916908740997314,0.0009045084971874737,1.8898615837097168,1.7525103092193604,0.13735124468803406,0.0006545084971874737,1.8813815116882324,1.7492049932479858,0.1321764886379242,0.00034549150281252633,1.8777110576629639,1.7473865747451782,0.13032445311546326,9.549150281252633e-05,4.3753437862794415,1.757526159286499,1.7551950216293335,0.0023311672266572714
10,1.959597110748291,1.7551950216293335,0.2044021487236023,0.001,1.9129060506820679,1.7513049840927124,0.16160103678703308,0.0009045084971874737,1.8930057287216187,1.7467615604400635,0.14624416828155518,0.0006545084971874737,1.880784511566162,1.7433550357818604,0.13742952048778534,0.00034549150281252633,1.8781442642211914,1.7415635585784912,0.13658073544502258,9.549150281252633e-05,4.840328249398035,1.7516907453536987,1.7493820190429688,0.0023087842855602503
11,1.9453107118606567,1.7493820190429688,0.19592872262001038,0.001,1.9003148078918457,1.7455215454101562,0.15479320287704468,0.0009045084971874737,1.880138635635376,1.7409676313400269,0.1391710638999939,0.0006545084971874737,1.8688238859176636,1.737579584121704,0.13124433159828186,0.00034549150281252633,1.863324761390686,1.7357608079910278,0.1275639533996582,9.549150281252633e-05,5.684005796368759,1.7458324432373047,1.7435493469238281,0.0022831307724118233
12,1.9273771047592163,1.7435493469238281,0.18382778763771057,0.001,1.8905272483825684,1.7396644353866577,0.15086275339126587,0.0009045084971874737,1.87260103225708,1.735066294670105,0.1375347524881363,0.0006545084971874737,1.860929012298584,1.7316601276397705,0.12926891446113586,0.00034549150281252633,1.8560664653778076,1.7298616170883179,0.12620487809181213,9.549150281252633e-05,6.2276189850102925,1.7399287223815918,1.7376750707626343,0.0022535938769578934
13,1.920876383781433,1.7376750707626343,0.18320134282112122,0.001,1.8847758769989014,1.7337594032287598,0.1510164439678192,0.0009045084971874737,1.8647499084472656,1.729237675666809,0.13551229238510132,0.0006545084971874737,1.854576587677002,1.7258027791976929,0.12877385318279266,0.00034549150281252633,1.8462265729904175,1.724047064781189,0.12217947840690613,9.549150281252633e-05,8.643342831944514,1.7341289520263672,1.7319200038909912,0.0022089271806180477
14,1.9114625453948975,1.7319200038909912,0.17954252660274506,0.001,1.8671977519989014,1.72806715965271,0.13913065195083618,0.0009045084971874737,1.851922631263733,1.723604679107666,0.12831799685955048,0.0006545084971874737,1.8401799201965332,1.7202781438827515,0.11990176141262054,0.00034549150281252633,1.830668568611145,1.7185235023498535,0.11214504390954971,9.549150281252633e-05,7.296485305077711,1.7284409999847412,1.7262535095214844,0.002187461359426379
